address_id,name,lat,lon,building_matched,structure_hint,hint_confidence,hint_signals,class_source,footprint_area_m2,elongation_ratio,perimeter_complexity,floor_count_est,footprint_source,footprint_match_distance_m
addr_040,1201,46.81581499923271,-100.8118670003663,True,MDU,0.75,['area_or_shape'],RULE,429.92,1.797,1.041,1.0,ms,0.0
addr_041,1202,46.81450599924368,-100.812319000278,True,MDU,0.75,['area_or_shape'],RULE,544.78,1.049,1.127,1.0,ms,0.0
addr_042,1124,46.81760399927002,-100.8135450003165,True,MDU,0.75,['area_or_shape'],RULE,499.43,1.185,1.061,1.0,ms,0.0
addr_043,1261,46.81914499908137,-100.8134230001177,True,MDU,0.75,['area_or_shape'],RULE,490.01,1.891,1.0,1.0,ms,0.0
addr_044,1237,46.81851299898626,-100.8123229995776,True,MDU,0.75,['area_or_shape'],RULE,477.25,1.185,1.045,1.0,ms,0.0
addr_045,1017,46.81595199918646,-100.8072050000616,True,MDU,0.75,['area_or_shape'],RULE,488.85,1.559,1.041,1.0,ms,0.0
addr_046,1256,46.81979799894782,-100.8091049997696,True,MDU,0.75,['area_or_shape'],RULE,614.39,1.395,1.0,1.0,ms,0.0
addr_047,1128,46.81779999887107,-100.8134690001485,True,MDU,0.75,['area_or_shape'],RULE,352.46,1.318,1.104,1.0,ms,0.0
addr_048,1244,46.81895099915759,-100.8130900000318,True,MDU,0.75,['area_or_shape'],RULE,633.07,3.07,1.0,1.0,ms,0.0
addr_049,1140,46.81840199875511,-100.8130309995823,True,MDU,0.75,['area_or_shape'],RULE,508.18,1.618,1.055,1.0,ms,0.0
addr_050,1016,46.81561999875936,-100.8149570001278,True,MDU,0.75,['area_or_shape'],RULE,542.48,1.087,1.053,1.0,ms,0.0
addr_051,1129,46.81703899930444,-100.8084939998493,True,MDU,0.75,['area_or_shape'],RULE,701.36,1.482,1.028,1.0,ms,0.0
addr_052,1017,46.81786299878869,-100.8065720004,True,MDU,0.75,['area_or_shape'],RULE,699.31,1.241,1.095,1.0,ms,0.0
addr_053,1228,46.81902699909068,-100.8062819999718,True,MDU,0.75,['area_or_shape'],RULE,598.1,1.219,1.044,1.0,ms,0.0
addr_054,1239,46.81911899886601,-100.8091580003714,True,MDU,0.75,['area_or_shape'],RULE,419.35,1.362,1.057,1.0,ms,0.0
addr_055,1255,46.81932099935725,-100.8090520000661,True,SFU,0.8,['ml'],ML,264.03,1.521,1.0,1.0,ms,0.16
addr_056,1120,46.8135649992998,-100.8099490002167,True,MDU,0.75,['area_or_shape'],RULE,425.7,1.238,1.044,1.0,ms,0.0
addr_057,1224,46.81554899878344,-100.8137119998227,True,MDU,0.75,['area_or_shape'],RULE,394.53,1.378,1.051,1.0,ms,0.0
addr_058,1023,46.81595199918646,-100.8141560002367,True,MDU,0.75,['area_or_shape'],RULE,606.75,1.352,1.093,1.0,ms,0.0
addr_059,1105,46.81597499907719,-100.8108220000778,True,MDU,0.75,['area_or_shape'],RULE,503.67,1.35,1.059,1.0,ms,0.0
addr_060,1029,46.81611799924612,-100.8097690002916,True,MDU,0.75,['area_or_shape'],RULE,455.8,1.499,1.022,1.0,ms,0.0
addr_061,1221,46.81623199927174,-100.8135019997604,True,MDU,0.75,['area_or_shape'],RULE,611.44,1.241,1.0,1.0,ms,0.0
addr_062,1104,46.81671899932361,-100.8138049997091,True,MDU,0.75,['area_or_shape'],RULE,358.63,1.459,1.0,1.0,ms,0.0
addr_063,1225,46.81535599901586,-100.8137660002494,True,MDU,0.75,['area_or_shape'],RULE,355.0,1.535,1.0,1.0,ms,0.0
addr_064,1116,46.81723799906213,-100.8135379997455,True,MDU,0.75,['area_or_shape'],RULE,342.14,1.538,1.0,1.0,ms,0.0
addr_065,1121,46.81743099883726,-100.8128909998402,True,MDU,0.75,['area_or_shape'],RULE,464.08,1.266,1.0,1.0,ms,0.0
addr_066,1020,46.8156159991269,-100.8104560003799,True,MDU,0.75,['area_or_shape'],RULE,432.22,1.487,1.086,1.0,ms,0.0
addr_067,1009,46.8156389991613,-100.8111929997985,True,MDU,0.75,['area_or_shape'],RULE,475.9,1.12,1.123,1.0,ms,0.0
addr_068,1262,46.81953999905678,-100.8137529998306,True,MDU,0.75,['area_or_shape'],RULE,525.25,1.121,1.077,1.0,ms,0.0
addr_069,1249,46.81419899901628,-100.8149410002343,True,MDU,0.75,['area_or_shape'],RULE,472.76,1.223,1.054,1.0,ms,0.0
addr_070,1013,46.81548699883171,-100.8142399999023,True,MDU,0.75,['area_or_shape'],RULE,607.69,1.778,1.0,1.0,ms,0.0
addr_071,1015,46.81653499877977,-100.8043069999208,True,MDU,0.75,['area_or_shape'],RULE,669.35,2.591,1.0,1.0,ms,0.0
addr_072,907,46.81412099914989,-100.8052409998812,True,MDU,0.75,['area_or_shape'],RULE,414.49,1.228,1.06,1.0,ms,0.0
addr_073,1014,46.81754699889755,-100.8060150000081,True,MDU,0.75,['area_or_shape'],RULE,481.62,1.295,1.051,1.0,ms,0.0
addr_074,1009,46.8158489990474,-100.8052540003,True,MDU,0.75,['area_or_shape'],RULE,323.37,1.35,1.0,1.0,ms,0.0
